Participant_ID,Dates,Steps
p10,2019-11-07,6241.0
p10,2019-11-08,1484.0
p10,2019-11-09,3092.0
p10,2019-11-10,7220.0
p10,2019-11-11,1424.0
p10,2019-11-12,1852.0
p10,2019-11-13,2824.0
p10,2019-11-15,1683.0
p10,2019-11-16,2998.0
p10,2019-11-17,1027.0
p10,2019-11-18,1931.0
p10,2019-11-19,2536.0
p10,2019-11-22,5110.0
p10,2019-11-23,2892.0
p10,2019-11-24,2415.0
p10,2019-11-25,2049.0
p10,2019-11-26,2332.0
p10,2019-11-28,2835.0
p10,2019-11-29,3705.0
p10,2019-12-02,1494.0
p10,2019-12-03,3269.0
p10,2019-12-04,4142.0
p10,2019-12-05,2690.0
p10,2019-12-07,2355.0
p10,2019-12-08,7752.0
p10,2019-12-10,4912.0
p10,2019-12-13,10310.0
p10,2019-12-14,9143.0
p10,2019-12-15,1137.0
p10,2019-12-17,2695.0
p10,2019-12-19,5411.0
p10,2019-12-20,1878.0
p10,2019-12-21,1602.0
p10,2019-12-22,5599.0
p10,2019-12-24,2840.0
p10,2019-12-28,0.0
p10,2019-12-30,2141.0
p10,2019-12-31,0.0
p10,2020-01-02,3988.0
p10,2020-01-03,6307.0
p10,2020-01-04,11700.0
p10,2020-01-06,4803.0
p10,2020-01-07,2302.0
p10,2020-01-08,1354.0
p10,2020-01-10,1296.0
p10,2020-01-11,6195.0
p10,2020-01-12,4345.0
p10,2020-01-13,4872.0
p10,2020-01-14,3477.0
p10,2020-01-16,4776.0
p10,2020-01-17,1319.0
p10,2020-01-18,1688.0
p10,2020-01-20,6605.0
p10,2020-01-21,6667.0
p10,2020-01-22,4275.0
p10,2020-01-23,5766.0
p10,2020-01-24,2736.0
p10,2020-01-25,8057.0
p10,2020-01-26,11613.0
p10,2020-01-29,1563.0
p10,2020-01-30,6583.0
p10,2020-01-31,3318.0
p10,2020-02-01,15754.0
p10,2020-02-02,9869.0
p10,2020-02-03,1461.0
p10,2020-02-04,1348.0
p10,2020-02-05,3758.0
p10,2020-02-07,2426.0
p10,2020-02-09,4820.0
p10,2020-02-10,1882.0
p10,2020-02-12,7929.0
p10,2020-02-13,5600.0
p10,2020-02-14,3771.0
p10,2020-02-15,11630.0
p10,2020-02-16,5216.0
p10,2020-02-17,6096.0
p10,2020-02-18,8311.0
p10,2020-02-19,9574.0
p10,2020-02-20,4549.0
p10,2020-02-21,10495.0
p10,2020-02-22,11469.0
p10,2020-02-23,1370.0
p10,2020-02-25,2972.0
