Participant_ID,Dates,Active_Duration_in_mins
p03,2019-11-01,39.25
p03,2019-11-05,32.43333333333333
p03,2019-11-06,15.366666666666667
p03,2019-11-11,36.7
p03,2019-11-14,33.28333333333333
p03,2019-12-21,17.916666666666668
p03,2019-12-23,30.716666666666665
p03,2019-12-24,15.1
p03,2019-12-30,32.43333333333333
p03,2020-01-04,46.08333333333333
p03,2020-01-06,35.0
p03,2020-01-07,21.333333333333332
p03,2020-01-08,29.016666666666666
p03,2020-01-10,40.96666666666667
p03,2020-01-12,32.416666666666664
p03,2020-01-13,48.63333333333333
p03,2020-01-14,29.016666666666666
p03,2020-01-15,24.733333333333334
p03,2020-01-16,24.75
p03,2020-01-17,28.15
p03,2020-01-20,63.13333333333334
p03,2020-01-22,46.083333333333336
p03,2020-01-23,23.9
p03,2020-01-24,29.016666666666666
p03,2020-01-25,17.933333333333334
p03,2020-01-27,16.216666666666665
p03,2020-01-29,37.55
p03,2020-01-30,43.516666666666666
p03,2020-01-31,79.36666666666667
p03,2020-02-03,37.55
p03,2020-02-04,25.616666666666667
p03,2020-02-05,62.31666666666666
p03,2020-02-06,57.68333333333334
p03,2020-02-07,64.86666666666666
p03,2020-02-10,25.6
p03,2020-02-11,25.6
p03,2020-02-12,40.96666666666667
p03,2020-02-13,32.43333333333333
p03,2020-02-18,22.183333333333334
p03,2020-02-19,22.183333333333334
p03,2020-02-20,29.866666666666667
p03,2020-02-21,29.016666666666666
p03,2020-02-26,28.166666666666668
p03,2020-02-27,25.6
p03,2020-03-04,23.883333333333333
p03,2020-03-06,29.866666666666667
p03,2020-03-09,22.2
