Participant_ID,Dates,Steps
p07,2019-11-06,6392.0
p07,2019-11-07,9350.0
p07,2019-11-08,1954.0
p07,2019-11-09,21171.0
p07,2019-11-11,9366.0
p07,2019-11-13,8918.0
p07,2019-11-14,7992.0
p07,2019-11-15,4294.0
p07,2019-11-16,5153.0
p07,2019-11-17,16470.0
p07,2019-11-18,4267.0
p07,2019-11-19,3286.0
p07,2019-11-20,12545.0
p07,2019-11-21,10017.0
p07,2019-11-23,3591.0
p07,2019-11-24,13897.0
p07,2019-11-25,7302.0
p07,2019-11-26,7911.0
p07,2019-11-27,8846.0
p07,2019-11-28,5596.0
p07,2019-11-30,5020.0
p07,2019-12-01,18355.0
p07,2019-12-02,11265.0
p07,2019-12-03,5160.0
p07,2019-12-04,8280.0
p07,2019-12-05,8997.0
p07,2019-12-06,9157.0
p07,2019-12-07,9837.0
p07,2019-12-08,24119.0
p07,2019-12-09,10655.0
p07,2019-12-10,7028.0
p07,2019-12-11,9040.0
p07,2019-12-12,9735.0
p07,2019-12-13,9115.0
p07,2019-12-14,8399.0
p07,2019-12-15,7812.0
p07,2019-12-16,9684.0
p07,2019-12-17,7263.0
p07,2019-12-18,11544.0
p07,2019-12-19,7431.0
p07,2019-12-20,6894.0
p07,2019-12-21,5561.0
p07,2019-12-23,6407.0
p07,2019-12-24,10405.0
p07,2019-12-25,5751.0
p07,2019-12-26,10658.0
p07,2019-12-27,10399.0
p07,2019-12-28,6598.0
p07,2019-12-29,2604.0
p07,2019-12-30,8724.0
p07,2019-12-31,7116.0
p07,2020-01-01,6705.0
p07,2020-01-02,6863.0
p07,2020-01-04,16187.0
p07,2020-01-08,3492.0
p07,2020-01-09,4396.0
p07,2020-01-11,1022.0
p07,2020-01-13,5100.0
p07,2020-01-14,6419.0
p07,2020-01-15,7135.0
p07,2020-01-16,7854.0
p07,2020-01-17,8903.0
p07,2020-01-18,8435.0
p07,2020-01-20,4841.0
p07,2020-01-21,9813.0
p07,2020-01-22,7371.0
p07,2020-01-23,10378.0
p07,2020-01-24,1819.0
p07,2020-01-25,6731.0
p07,2020-01-26,4446.0
p07,2020-01-27,9009.0
p07,2020-01-28,9787.0
p07,2020-01-29,6450.0
p07,2020-01-30,7472.0
p07,2020-01-31,11463.0
p07,2020-02-01,11394.0
p07,2020-02-02,6964.0
p07,2020-02-03,2436.0
p07,2020-02-04,9796.0
p07,2020-02-05,3623.0
p07,2020-02-06,880.0
p07,2020-02-07,10541.0
p07,2020-02-08,8863.0
p07,2020-02-09,8369.0
p07,2020-02-10,9966.0
p07,2020-02-11,4987.0
p07,2020-02-12,9506.0
p07,2020-02-13,11048.0
p07,2020-02-14,4610.0
p07,2020-02-15,9692.0
p07,2020-02-16,5174.0
p07,2020-02-17,7840.0
p07,2020-02-18,9136.0
p07,2020-02-19,7571.0
p07,2020-02-20,8129.0
p07,2020-02-21,6254.0
p07,2020-02-22,5966.0
p07,2020-02-23,11210.0
p07,2020-02-24,8343.0
p07,2020-02-25,6501.0
p07,2020-02-26,10201.0
p07,2020-02-27,6309.0
p07,2020-02-28,11580.0
p07,2020-02-29,5877.0
p07,2020-03-01,6712.0
p07,2020-03-03,1513.0
p07,2020-03-04,5205.0
p07,2020-03-05,1684.0
p07,2020-03-07,1629.0
p07,2020-03-08,9544.0
p07,2020-03-11,8937.0
p07,2020-03-12,8159.0
p07,2020-03-13,4506.0
p07,2020-03-14,7873.0
p07,2020-03-16,9563.0
p07,2020-03-17,11498.0
p07,2020-03-18,10706.0
p07,2020-03-19,2749.0
p07,2020-03-20,6715.0
p07,2020-03-21,11639.0
p07,2020-03-23,9983.0
p07,2020-03-24,13495.0
p07,2020-03-26,8893.0
p07,2020-03-30,1513.0
