Participant_ID,Dates,Steps
p05,2019-11-01,1110.0
p05,2019-11-02,2311.0
p05,2019-11-05,0.0
p05,2019-11-07,6497.0
p05,2019-11-09,900.0
p05,2019-11-13,0.0
p05,2019-11-14,0.0
p05,2019-11-15,3419.0
p05,2019-11-17,3147.0
p05,2019-11-20,2382.0
p05,2019-11-22,1409.0
p05,2019-11-24,1124.0
p05,2019-11-27,0.0
p05,2019-11-29,1576.0
p05,2019-11-30,3347.0
p05,2019-12-01,7381.0
p05,2019-12-04,0.0
p05,2019-12-05,3543.0
p05,2019-12-06,3513.0
p05,2019-12-08,2404.0
p05,2019-12-09,0.0
p05,2019-12-11,4204.0
p05,2019-12-12,6484.0
p05,2019-12-13,0.0
p05,2019-12-14,1207.0
p05,2019-12-16,0.0
p05,2019-12-17,0.0
p05,2019-12-19,5867.0
p05,2019-12-20,0.0
p05,2019-12-21,3465.0
p05,2019-12-22,2304.0
p05,2019-12-24,1251.0
p05,2019-12-30,1105.0
p05,2019-12-31,7695.0
p05,2020-01-01,1536.0
p05,2020-01-02,8344.0
p05,2020-01-03,6013.0
p05,2020-01-04,2510.0
p05,2020-01-05,4591.0
p05,2020-01-06,12366.0
p05,2020-01-07,11702.0
p05,2020-01-08,0.0
p05,2020-01-09,3797.0
p05,2020-01-10,1480.0
p05,2020-01-12,2313.0
p05,2020-01-13,3765.0
p05,2020-01-14,3220.0
p05,2020-01-15,3720.0
p05,2020-01-16,0.0
p05,2020-01-19,4807.0
p05,2020-01-20,2015.0
p05,2020-01-22,0.0
p05,2020-01-23,1274.0
p05,2020-01-24,7285.0
p05,2020-01-25,5904.0
p05,2020-01-26,5453.0
p05,2020-01-27,0.0
p05,2020-01-28,0.0
p05,2020-01-29,0.0
p05,2020-01-31,0.0
p05,2020-02-01,2278.0
p05,2020-02-03,0.0
p05,2020-02-04,1860.0
p05,2020-02-05,0.0
p05,2020-02-06,0.0
p05,2020-02-07,1345.0
p05,2020-02-13,246.0
p05,2020-02-15,6397.0
p05,2020-02-17,0.0
p05,2020-02-18,0.0
p05,2020-02-19,1357.0
p05,2020-02-20,0.0
p05,2020-03-07,3209.0
p05,2020-03-08,1258.0
p05,2020-03-12,2841.0
p05,2020-03-13,2794.0
p05,2020-03-16,4951.0
p05,2020-03-17,7454.0
p05,2020-03-18,9751.0
p05,2020-03-21,2203.0
p05,2020-03-22,7689.0
p05,2020-03-23,1635.0
p05,2020-03-24,1362.0
p05,2020-03-26,0.0
p05,2020-03-28,3503.0
p05,2020-03-29,4473.0
