Participant_ID,Dates,Steps
p15,2019-11-10,5924.0
p15,2019-11-11,3965.0
p15,2019-11-12,11409.0
p15,2019-11-13,6397.0
p15,2019-11-14,642.0
p15,2019-11-15,6982.0
p15,2019-11-16,3476.0
p15,2019-11-17,8409.0
p15,2019-11-18,8141.0
p15,2019-11-19,2865.0
p15,2019-11-20,5195.0
p15,2019-11-21,6950.0
p15,2019-11-22,6575.0
p15,2019-11-23,10290.0
p15,2019-11-24,6870.0
p15,2019-11-25,6046.0
p15,2019-11-26,4832.0
p15,2019-11-28,5984.0
p15,2019-11-29,7659.0
p15,2019-11-30,6340.0
p15,2019-12-01,1962.0
p15,2019-12-02,2572.0
p15,2019-12-03,3868.0
p15,2019-12-04,977.0
p15,2019-12-05,7614.0
p15,2019-12-06,6277.0
p15,2019-12-07,7072.0
p15,2019-12-08,6307.0
p15,2019-12-09,10240.0
p15,2019-12-10,9465.0
p15,2019-12-11,7931.0
p15,2019-12-12,10834.0
p15,2019-12-14,16693.0
p15,2019-12-15,10235.0
p15,2019-12-16,9443.0
p15,2019-12-17,12785.0
p15,2019-12-18,8701.0
p15,2019-12-19,16228.0
p15,2019-12-20,6803.0
p15,2019-12-21,17391.0
p15,2019-12-22,11870.0
p15,2019-12-23,14709.0
p15,2019-12-25,16399.0
p15,2019-12-26,4137.0
p15,2019-12-27,13835.0
p15,2019-12-28,9656.0
p15,2019-12-29,5633.0
p15,2019-12-30,11722.0
p15,2019-12-31,11346.0
p15,2020-01-01,13268.0
p15,2020-01-02,1814.0
p15,2020-01-03,7434.0
p15,2020-01-05,13139.0
p15,2020-01-06,8906.0
p15,2020-01-07,10166.0
p15,2020-01-08,6540.0
p15,2020-01-09,4662.0
p15,2020-01-10,5989.0
p15,2020-01-11,12070.0
p15,2020-01-12,9587.0
p15,2020-01-13,5507.0
p15,2020-01-14,12690.0
p15,2020-01-15,6173.0
p15,2020-01-16,15465.0
p15,2020-01-17,5164.0
p15,2020-01-18,9934.0
p15,2020-01-19,10666.0
p15,2020-01-20,5734.0
p15,2020-01-21,10347.0
p15,2020-01-22,3190.0
p15,2020-01-23,5906.0
p15,2020-01-24,3228.0
p15,2020-01-25,8731.0
p15,2020-01-26,16057.0
p15,2020-01-27,1819.0
p15,2020-01-28,9965.0
p15,2020-01-29,5857.0
p15,2020-01-30,8572.0
p15,2020-01-31,7404.0
p15,2020-02-01,9128.0
p15,2020-02-02,10972.0
p15,2020-02-03,7742.0
p15,2020-02-04,10855.0
p15,2020-02-05,4034.0
p15,2020-02-06,12130.0
p15,2020-02-07,11482.0
p15,2020-02-08,2842.0
p15,2020-02-09,12220.0
p15,2020-02-11,7432.0
p15,2020-02-12,7420.0
p15,2020-02-13,8107.0
p15,2020-02-14,7920.0
p15,2020-02-15,15792.0
p15,2020-02-17,10528.0
p15,2020-02-18,13955.0
p15,2020-02-19,9981.0
p15,2020-02-20,8062.0
p15,2020-02-21,15999.0
p15,2020-02-22,8539.0
p15,2020-02-23,16254.0
p15,2020-02-24,7790.0
p15,2020-02-25,5950.0
p15,2020-02-26,6388.0
p15,2020-02-27,4229.0
p15,2020-02-28,10869.0
p15,2020-02-29,12756.0
p15,2020-03-01,11722.0
p15,2020-03-02,2837.0
p15,2020-03-03,7581.0
p15,2020-03-04,5990.0
p15,2020-03-05,15452.0
p15,2020-03-06,27701.0
p15,2020-03-07,5593.0
p15,2020-03-08,0.0
p15,2020-03-10,1883.0
p15,2020-03-11,9045.0
p15,2020-03-12,11883.0
p15,2020-03-13,12233.0
p15,2020-03-14,14339.0
p15,2020-03-15,1571.0
p15,2020-03-16,7957.0
p15,2020-03-17,6463.0
p15,2020-03-18,11724.0
p15,2020-03-19,7595.0
p15,2020-03-20,13714.0
p15,2020-03-21,0.0
p15,2020-03-22,1379.0
p15,2020-03-23,6282.0
p15,2020-03-24,0.0
p15,2020-03-25,8697.0
p15,2020-03-26,0.0
p15,2020-03-27,4595.0
p15,2020-03-28,0.0
p15,2020-03-29,4558.0
p15,2020-03-30,0.0
p15,2020-03-31,2805.0
