Participant_ID,Dates,Steps
p12,2019-11-07,151.0
p12,2019-11-09,3584.0
p12,2019-11-15,1854.0
p12,2019-11-16,2530.0
p12,2019-11-17,1599.0
p12,2019-11-18,5254.0
p12,2019-11-22,2664.0
p12,2019-11-24,2289.0
p12,2019-11-25,6800.0
p12,2019-11-27,3589.0
p12,2019-11-29,5060.0
p12,2019-12-02,160.0
p12,2019-12-04,1428.0
p12,2019-12-06,6537.0
p12,2019-12-07,5659.0
p12,2019-12-08,2616.0
p12,2019-12-09,2913.0
p12,2019-12-10,2959.0
p12,2019-12-11,1854.0
p12,2019-12-12,5051.0
p12,2019-12-14,1834.0
p12,2019-12-17,5599.0
p12,2019-12-20,3984.0
p12,2019-12-21,1220.0
p12,2020-01-10,5177.0
p12,2020-01-11,3303.0
p12,2020-01-12,8691.0
p12,2020-01-13,3133.0
p12,2020-01-15,1169.0
p12,2020-01-16,4591.0
p12,2020-01-17,5312.0
p12,2020-01-18,15775.0
p12,2020-01-19,13025.0
p12,2020-01-23,1504.0
p12,2020-01-25,14619.0
p12,2020-01-26,5032.0
p12,2020-01-27,5699.0
p12,2020-01-28,3053.0
p12,2020-01-29,8026.0
p12,2020-01-31,2140.0
p12,2020-02-01,2144.0
p12,2020-02-02,2219.0
p12,2020-02-03,1974.0
p12,2020-02-04,2093.0
p12,2020-02-05,4405.0
p12,2020-02-07,5231.0
p12,2020-02-08,6715.0
p12,2020-02-10,3692.0
p12,2020-02-11,4414.0
p12,2020-02-12,3931.0
p12,2020-02-18,11244.0
p12,2020-02-19,5125.0
p12,2020-02-22,11922.0
p12,2020-02-23,11097.0
p12,2020-02-25,2958.0
