Participant_ID,Dates,Steps
p14,2019-11-14,2832.0
p14,2019-11-15,7052.0
p14,2019-11-17,5006.0
p14,2019-11-18,5279.0
p14,2019-11-19,9882.0
p14,2019-11-20,4515.0
p14,2019-11-21,3937.0
p14,2019-11-23,7168.0
p14,2019-11-24,16041.0
p14,2019-11-25,3118.0
p14,2019-11-26,4585.0
p14,2019-11-27,6761.0
p14,2019-11-28,5142.0
p14,2019-12-02,7804.0
p14,2019-12-03,5170.0
p14,2019-12-04,2332.0
p14,2019-12-05,2163.0
p14,2019-12-06,6041.0
p14,2019-12-07,7984.0
p14,2019-12-09,3154.0
p14,2019-12-10,12655.0
p14,2019-12-11,5904.0
p14,2019-12-12,2803.0
p14,2019-12-13,10139.0
p14,2019-12-16,4849.0
p14,2019-12-17,5482.0
p14,2019-12-18,4988.0
p14,2019-12-19,2696.0
p14,2019-12-20,8580.0
p14,2019-12-21,9705.0
p14,2019-12-22,11606.0
p14,2019-12-25,11128.0
p14,2019-12-26,4643.0
p14,2019-12-27,6129.0
p14,2019-12-28,2333.0
p14,2019-12-29,1993.0
p14,2019-12-30,3157.0
p14,2020-01-02,5357.0
p14,2020-01-03,4719.0
p14,2020-01-05,6568.0
p14,2020-01-06,9243.0
p14,2020-01-07,6398.0
p14,2020-01-08,8499.0
p14,2020-01-09,13780.0
p14,2020-01-10,7052.0
p14,2020-01-11,10472.0
p14,2020-01-12,8990.0
p14,2020-01-13,4646.0
p14,2020-01-14,11169.0
p14,2020-01-15,11162.0
p14,2020-01-16,19357.0
p14,2020-01-17,8275.0
p14,2020-01-18,18140.0
p14,2020-01-19,9724.0
p14,2020-01-20,5450.0
p14,2020-01-21,11486.0
p14,2020-01-22,9059.0
p14,2020-01-23,10539.0
p14,2020-01-24,7496.0
p14,2020-01-25,3239.0
p14,2020-01-26,10603.0
p14,2020-01-27,4596.0
p14,2020-01-28,11595.0
p14,2020-01-29,5362.0
p14,2020-01-30,9132.0
p14,2020-01-31,5351.0
p14,2020-02-01,9028.0
p14,2020-02-02,3162.0
p14,2020-02-03,6565.0
p14,2020-02-04,12941.0
p14,2020-02-05,6109.0
p14,2020-02-06,8088.0
p14,2020-02-07,2225.0
p14,2020-02-08,19038.0
p14,2020-02-09,9424.0
p14,2020-02-10,4872.0
p14,2020-02-11,16133.0
p14,2020-02-12,5260.0
p14,2020-02-13,6350.0
p14,2020-02-14,9773.0
p14,2020-02-15,0.0
p14,2020-02-16,1963.0
p14,2020-02-17,4246.0
p14,2020-02-18,12530.0
p14,2020-02-19,3664.0
p14,2020-02-20,9738.0
p14,2020-02-21,12413.0
p14,2020-02-22,3479.0
p14,2020-02-23,3412.0
p14,2020-02-24,7125.0
p14,2020-02-25,7363.0
p14,2020-02-26,9651.0
p14,2020-02-27,5273.0
p14,2020-02-28,13008.0
p14,2020-02-29,9510.0
p14,2020-03-03,14743.0
p14,2020-03-04,8735.0
p14,2020-03-06,8547.0
p14,2020-03-08,19653.0
p14,2020-03-09,10926.0
p14,2020-03-10,3109.0
p14,2020-03-11,5104.0
p14,2020-03-13,8894.0
p14,2020-03-14,15188.0
p14,2020-03-15,6463.0
p14,2020-03-17,4308.0
p14,2020-03-19,10411.0
p14,2020-03-21,14898.0
p14,2020-03-22,4538.0
p14,2020-03-23,2753.0
p14,2020-03-24,4394.0
p14,2020-03-25,4313.0
p14,2020-03-26,3335.0
p14,2020-03-27,15566.0
p14,2020-03-29,22609.0
p14,2020-03-31,4260.0
