Participant_ID,Dates,Steps
p08,2019-11-11,8839.0
p08,2019-11-12,16511.0
p08,2019-11-13,2930.0
p08,2019-11-14,10115.0
p08,2019-11-15,6619.0
p08,2019-11-16,5603.0
p08,2019-11-17,15795.0
p08,2019-11-18,7756.0
p08,2019-11-19,8750.0
p08,2019-11-20,9861.0
p08,2019-11-21,7963.0
p08,2019-11-22,4952.0
p08,2019-11-23,11543.0
p08,2019-11-24,12307.0
p08,2019-11-25,9904.0
p08,2019-11-26,9004.0
p08,2019-11-27,5330.0
p08,2019-11-28,11888.0
p08,2019-11-29,6225.0
p08,2019-11-30,13596.0
p08,2019-12-01,22467.0
p08,2019-12-02,15016.0
p08,2019-12-03,11356.0
p08,2019-12-04,12509.0
p08,2019-12-05,5496.0
p08,2019-12-06,5494.0
p08,2019-12-07,5635.0
p08,2019-12-08,21641.0
p08,2019-12-09,3616.0
p08,2019-12-10,10010.0
p08,2019-12-11,8775.0
p08,2019-12-12,5788.0
p08,2019-12-17,7624.0
p08,2019-12-18,8010.0
p08,2019-12-19,8164.0
p08,2019-12-20,1661.0
p08,2019-12-21,18366.0
p08,2019-12-22,8613.0
p08,2019-12-23,11956.0
p08,2019-12-24,0.0
p08,2019-12-26,5484.0
p08,2019-12-27,9671.0
p08,2019-12-29,8942.0
p08,2019-12-30,8837.0
p08,2019-12-31,5756.0
p08,2020-01-01,15474.0
p08,2020-01-02,8687.0
p08,2020-01-03,1556.0
p08,2020-01-04,14715.0
p08,2020-01-05,8997.0
p08,2020-01-06,6601.0
p08,2020-01-07,9501.0
p08,2020-01-08,1829.0
p08,2020-01-09,6891.0
p08,2020-01-10,15246.0
p08,2020-01-11,711.0
p08,2020-01-18,5543.0
p08,2020-01-19,6723.0
p08,2020-01-21,11535.0
p08,2020-01-23,6375.0
p08,2020-01-26,6949.0
p08,2020-01-27,1060.0
p08,2020-01-29,3600.0
p08,2020-01-31,8796.0
p08,2020-02-01,9394.0
p08,2020-02-02,10646.0
p08,2020-02-03,12231.0
p08,2020-02-04,11215.0
p08,2020-02-05,1500.0
p08,2020-02-06,12444.0
p08,2020-02-07,15153.0
p08,2020-02-08,12388.0
p08,2020-02-09,24082.0
p08,2020-02-10,8245.0
p08,2020-02-11,8447.0
p08,2020-02-12,11972.0
p08,2020-02-13,6597.0
p08,2020-02-14,9132.0
p08,2020-02-15,10067.0
p08,2020-02-16,12154.0
p08,2020-02-17,11214.0
p08,2020-02-18,9509.0
p08,2020-02-20,9492.0
p08,2020-02-21,19350.0
p08,2020-02-23,23554.0
p08,2020-02-24,7481.0
p08,2020-02-25,18827.0
p08,2020-02-26,10995.0
p08,2020-02-27,10122.0
p08,2020-02-28,13731.0
p08,2020-02-29,7036.0
p08,2020-03-01,3080.0
p08,2020-03-02,5185.0
p08,2020-03-03,6454.0
p08,2020-03-04,9721.0
p08,2020-03-05,7829.0
p08,2020-03-06,6026.0
p08,2020-03-07,9768.0
p08,2020-03-08,13411.0
p08,2020-03-09,4085.0
p08,2020-03-10,8130.0
p08,2020-03-11,2359.0
p08,2020-03-12,11371.0
p08,2020-03-13,7223.0
p08,2020-03-14,1732.0
p08,2020-03-15,14464.0
p08,2020-03-16,6436.0
p08,2020-03-17,13435.0
p08,2020-03-18,9026.0
p08,2020-03-19,14529.0
p08,2020-03-20,9379.0
p08,2020-03-21,15628.0
p08,2020-03-22,12640.0
p08,2020-03-23,3991.0
p08,2020-03-24,11171.0
p08,2020-03-25,8560.0
p08,2020-03-26,10036.0
p08,2020-03-27,8198.0
p08,2020-03-28,17606.0
p08,2020-03-29,2243.0
p08,2020-03-30,18316.0
p08,2020-03-31,3869.0
