Participant_ID,Dates,Steps
p03,2019-11-01,3171
p03,2019-11-05,2535
p03,2019-11-06,1429
p03,2019-11-11,3283
p03,2019-11-14,3105
p03,2019-12-21,1009
p03,2019-12-23,1732
p03,2019-12-24,1468
p03,2019-12-30,4024
p03,2020-01-04,3621
p03,2020-01-06,3281
p03,2020-01-07,2211
p03,2020-01-08,2658
p03,2020-01-10,3068
p03,2020-01-12,3042
p03,2020-01-13,4771
p03,2020-01-14,2590
p03,2020-01-15,2524
p03,2020-01-16,2362
p03,2020-01-17,2753
p03,2020-01-20,5506
p03,2020-01-22,4443
p03,2020-01-23,2434
p03,2020-01-24,2862
p03,2020-01-25,1331
p03,2020-01-27,1431
p03,2020-01-29,3332
p03,2020-01-30,3250
p03,2020-01-31,6372
p03,2020-02-03,3459
p03,2020-02-04,2618
p03,2020-02-05,5412
p03,2020-02-06,6894
p03,2020-02-07,5689
p03,2020-02-10,2636
p03,2020-02-11,2498
p03,2020-02-12,3890
p03,2020-02-13,1997
p03,2020-02-18,2256
p03,2020-02-19,2162
p03,2020-02-20,2790
p03,2020-02-21,2921
p03,2020-02-26,2667
p03,2020-02-27,2443
p03,2020-03-04,2272
p03,2020-03-06,1723
p03,2020-03-09,2229
